TIMESTAMP,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
06,,49,46,45,49,54,48,57,52,46,43,48,46,45,66,45,55,49,61,46,55,52,46,46,47,45
07,,49,46,45,50,55,51,59,54,48,47,48,46,45,67,47,56,50,62,48,58,55,46,46,50,47
08,,49,55,45,54,61,60,62,57,45,57,55,54,50,70,56,62,54,67,54,61,63,58,55,56,55
09,,55,63,47,60,70,65,66,64,54,61,58,57,55,72,61,67,60,71,59,67,66,66,61,63,61
10,,62,66,54,65,73,70,70,72,59,66,64,66,63,74,66,73,65,74,66,71,68,72,66,67,67
11,,67,72,62,68,73,73,73,77,64,70,67,72,68,74,70,77,68,75,70,75,69,73,70,70,71
12,,71,73,65,71,79,74,75,79,64,73,70,72,67,75,71,76,71,76,70,77,69,77,75,73,74
13,,73,73,66,73,79,74,77,79,64,77,71,73,66,75,73,77,73,77,72,77,71,79,75,74,75
14,,75,75,67,74,79,74,76,80,64,77,74,77,66,75,75,77,74,75,72,78,71,79,77,75,77
15,,75,75,68,74,79,74,77,81,64,79,74,77,65,74,76,77,74,76,72,78,71,79,77,77,77
16,,75,75,67,74,79,71,76,81,64,77,74,77,64,73,75,76,74,75,72,78,71,79,77,76,77
17,,75,72,65,73,77,68,73,79,63,77,73,72,63,71,68,74,73,72,72,75,68,77,75,73,75
18,,71,66,63,71,72,64,70,73,61,68,66,63,63,69,60,72,71,70,66,71,66,72,64,64,64
19,,66,63,61,69,70,63,67,70,59,59,66,61,61,69,57,69,69,68,64,69,64,66,63,61,58
20,,62,64,62,67,70,62,66,70,59,61,61,61,59,69,54,65,67,67,63,68,63,64,59,59,56
21,,60,61,61,64,64,58,65,66,59,58,59,63,59,69,52,65,64,66,59,66,63,64,57,56,55
22,,59,55,59,66,63,60,64,66,59,57,58,59,59,69,53,63,61,66,59,64,60,61,57,55,54
23,,58,55,58,65,63,56,62,64,55,56,58,61,55,70,51,61,61,65,57,64,60,61,55,55,54
00,,57,54,57,63,61,51,62,63,55,54,59,55,61,70,59,61,63,63,57,63,57,57,55,59,52
01,,56,54,57,63,61,52,62,63,54,53,55,61,59,70,53,61,63,63,55,61,57,59,54,53,51
02,,54,54,57,62,61,53,62,61,54,51,56,61,55,70,51,61,62,64,55,62,54,55,52,54,52
03,,53,54,55,62,61,57,61,61,54,50,55,55,55,70,50,62,62,65,55,61,56,54,54,53,50
04,,53,54,56,59,61,56,60,59,55,49,56,54,54,69,50,61,59,65,55,61,54,55,50,52,55
05,,52,54,55,58,61,51,57,59,54,49,53,54,50,69,49,60,58,64,55,61,54,55,52,52,55
06,,51,52,55,56,61,51,61,57,55,48,52,54,55,70,49,60,56,65,55,63,56,55,50,52,55
07,,51,54,56,56,61,55,61,59,54,48,53,54,55,71,48,62,56,66,55,62,58,57,52,54,56
08,,51,55,57,60,66,61,62,61,57,47,57,57,55,73,56,67,60,69,59,64,65,59,57,56,59
09,,58,57,60,63,73,66,64,68,59,55,63,63,59,76,62,72,63,73,61,70,68,61,64,63,60
10,,65,63,62,66,75,71,71,75,63,62,65,64,61,77,66,76,66,76,64,74,70,64,68,66,61
11,,70,66,64,69,77,74,76,77,64,68,66,68,64,79,68,78,69,77,68,78,70,73,73,69,68
12,,74,72,65,72,79,76,77,79,66,72,69,72,68,81,70,77,72,78,72,78,71,73,75,71,72
13,,77,72,66,73,79,76,77,79,68,76,71,72,73,79,72,78,73,77,72,80,70,75,75,71,72
14,,79,73,67,74,79,74,76,79,68,78,72,72,73,78,73,78,74,77,72,79,71,77,75,73,73
15,,79,73,67,74,79,73,77,79,66,79,73,72,73,79,73,77,74,77,72,77,71,75,75,74,73
16,,79,73,67,72,77,73,75,79,64,80,72,72,73,75,73,75,72,76,72,77,71,75,75,74,71
17,,79,66,67,69,73,70,72,75,64,79,70,72,66,73,68,73,69,73,70,74,69,73,73,71,72
18,,75,61,66,70,72,67,69,72,63,76,68,66,63,71,63,70,70,70,66,71,68,66,70,65,63
19,,70,57,63,65,73,64,67,70,63,72,67,64,63,71,60,67,65,69,64,69,66,63,66,62,59
20,,66,57,60,62,70,65,65,70,63,68,63,64,61,70,59,67,62,67,64,68,65,61,66,62,59
21,,64,57,59,65,70,63,65,70,61,66,63,63,59,69,59,68,65,67,64,67,63,63,66,60,60
22,,63,57,60,64,70,61,64,68,63,65,63,63,59,69,58,67,61,67,64,66,62,61,63,60,59
23,,62,57,59,62,70,60,64,66,61,63,61,61,59,69,57,65,57,66,63,64,63,61,61,59,60
00,,61,55,59,61,68,59,60,64,59,62,61,61,59,69,60,65,61,66,63,64,63,61,59,60,58
01,,60,55,57,58,70,59,61,64,63,60,60,59,59,68,58,65,58,64,63,63,61,61,59,58,58
02,,58,54,57,59,64,61,59,64,59,59,59,59,59,66,57,64,59,64,63,61,62,59,59,57,57
03,,57,55,57,57,63,60,61,64,59,58,59,59,59,66,58,64,57,63,63,61,63,59,59,57,54
04,,57,55,57,58,63,59,60,63,59,57,61,57,59,68,57,63,58,65,63,61,63,57,57,57,53
05,,56,55,56,58,63,58,58,63,55,57,61,55,59,69,57,62,58,64,61,61,63,57,57,56,53
06,,56,55,55,57,61,58,59,61,59,56,60,55,55,69,56,60,57,65,61,59,63,59,57,57,54
07,,55,55,57,55,61,59,61,63,57,56,59,55,59,69,58,61,55,65,61,60,63,59,57,57,54
08,,55,61,57,63,70,66,62,66,59,55,65,59,63,72,65,65,63,69,66,65,65,64,61,62,61
09,,60,66,59,67,73,69,68,72,64,61,69,66,66,73,70,71,67,74,70,69,67,73,70,68,67
10,,65,72,64,71,73,71,73,75,66,66,72,72,73,74,73,75,71,75,73,73,69,75,75,72,73
11,,70,75,69,74,77,75,75,79,68,70,74,77,73,76,76,76,74,76,75,76,71,79,77,76,76
12,,72,75,72,76,79,77,77,81,70,73,75,77,73,76,77,78,76,78,77,78,70,79,79,77,77
13,,74,75,74,77,81,77,79,82,70,76,77,79,75,76,75,79,76,79,75,79,72,79,81,77,78
14,,76,75,74,78,81,76,79,82,72,77,75,77,73,76,77,81,76,79,79,80,71,79,81,78,77
15,,76,75,75,78,81,75,77,82,72,78,75,77,73,76,77,82,76,79,79,80,71,79,79,78,76
16,,76,73,73,76,79,73,78,81,72,79,75,77,73,75,77,78,76,74,77,79,70,79,79,78,77
17,,76,72,71,73,75,70,75,77,64,77,74,72,68,72,73,75,73,72,73,77,69,73,75,73,72
18,,72,64,68,71,72,67,69,72,63,75,69,68,64,71,63,71,71,71,68,72,67,66,70,66,64
19,,68,57,68,69,70,65,66,72,63,70,67,63,61,70,61,67,69,68,64,71,68,64,66,63,60
20,,65,55,67,73,70,64,67,70,61,66,65,63,59,69,60,67,73,67,64,70,67,61,64,61,59
21,,63,55,66,71,70,63,65,70,59,63,64,61,59,69,58,66,71,67,63,67,67,61,63,60,58
22,,62,55,65,63,70,60,61,68,59,62,62,59,59,69,57,65,63,67,59,67,66,59,61,59,56
23,,61,55,64,64,68,61,62,68,59,61,63,59,55,69,56,65,63,65,57,65,63,59,63,57,53
00,,60,55,64,63,66,61,60,66,57,59,60,59,54,69,55,64,63,64,54,63,62,55,59,55,57
01,,59,55,63,62,70,59,56,64,57,57,57,59,54,68,58,64,62,63,54,63,61,59,59,58,56
02,,58,54,63,61,63,58,61,64,57,56,56,59,54,67,56,63,61,60,61,62,60,55,57,56,55
03,,57,54,60,59,63,56,59,63,54,55,54,59,54,66,54,62,59,60,59,61,59,54,57,54,54
04,,56,52,60,58,63,55,57,61,53,54,54,57,50,64,53,62,58,60,57,59,58,54,55,53,51
05,,56,52,58,57,61,56,54,59,52,53,52,55,50,63,51,59,57,58,55,56,58,54,54,52,51
06,,55,52,57,57,59,52,53,55,52,52,51,55,50,62,50,57,57,58,54,54,57,54,54,50,50
07,,55,52,57,57,57,53,54,55,52,52,50,54,50,62,51,55,57,58,55,54,56,54,52,50,51
08,,55,54,58,57,59,56,56,59,52,51,53,55,54,62,54,58,57,60,57,56,57,55,55,53,54
09,,61,55,62,59,61,59,59,63,54,58,55,57,55,61,56,61,59,62,59,60,57,59,59,57,57
10,,68,55,63,62,68,61,61,64,61,64,58,59,59,63,58,64,62,64,61,63,58,63,61,60,59
11,,73,57,65,62,70,61,63,68,63,70,62,63,61,66,61,68,62,66,63,65,58,64,64,61,62
12,,76,61,68,67,72,62,66,70,64,73,64,64,63,65,64,70,67,67,64,68,58,66,66,64,64
13,,79,63,71,68,73,64,68,72,66,76,66,66,63,66,65,72,68,69,66,69,58,66,68,66,65
14,,81,66,71,71,73,64,69,73,68,78,68,68,63,66,67,73,69,70,68,70,59,66,70,65,67
15,,81,66,72,71,73,65,70,73,72,69,68,70,64,66,68,74,71,70,70,71,60,66,70,68,68
16,,71,66,72,71,73,64,67,73,64,68,68,72,63,65,66,73,71,68,70,69,59,66,70,68,66
17,,68,59,69,70,70,61,66,72,64,64,67,66,61,62,64,71,68,66,70,69,59,64,68,64,64
18,,63,54,66,64,63,58,60,66,63,59,65,61,54,61,59,66,64,64,66,65,58,59,63,60,56
19,,59,52,64,62,61,56,56,63,63,55,64,59,54,61,56,62,62,60,63,57,57,54,57,57,50
20,,59,52,62,62,59,55,54,63,59,54,61,59,50,61,53,59,62,58,61,56,59,54,57,54,48
21,,65,46,62,61,59,48,52,63,59,50,59,59,50,61,52,59,61,57,57,55,57,54,55,55,47
22,,64,46,61,61,59,45,51,59,57,50,58,55,46,60,50,56,57,53,57,54,56,52,54,51,46
23,,62,46,59,59,55,45,50,59,54,47,57,55,46,60,50,55,57,52,55,54,55,52,52,50,46
00,,61,46,56,60,55,46,49,55,54,45,54,54,45,59,48,56,60,52,54,54,55,45,52,48,44
01,,60,43,56,59,55,46,47,55,54,43,56,55,45,59,48,54,59,50,54,49,49,45,50,48,44
02,,59,43,55,57,55,45,48,54,52,42,55,54,45,59,46,52,57,50,54,49,51,45,48,48,43
03,,58,41,55,56,54,45,48,54,54,40,52,54,45,59,46,53,56,48,54,48,53,45,48,48,43
04,,57,39,56,56,54,46,47,52,54,39,52,54,45,59,46,51,56,49,54,46,50,45,48,47,42
05,,56,39,54,56,55,45,47,54,48,37,54,55,43,59,46,50,56,52,55,45,53,45,48,47,40
06,,56,39,53,52,54,46,46,55,50,39,56,55,43,59,49,48,52,52,57,45,52,45,50,47,43
07,,55,43,53,56,55,47,46,59,46,39,57,55,43,60,52,51,56,56,57,46,52,46,52,50,43
08,,55,52,57,59,59,52,53,61,52,46,59,59,54,62,53,57,59,61,57,52,56,54,54,54,51
09,,59,57,60,61,68,58,61,64,57,55,60,61,55,63,56,63,61,63,63,61,57,59,57,58,55
10,,64,63,65,62,70,63,65,70,64,59,66,64,61,65,59,68,62,65,66,64,59,64,64,63,59
11,,67,66,69,65,73,65,67,72,72,64,69,72,64,65,63,71,65,67,70,68,61,68,72,65,64
12,,70,72,74,67,77,68,70,75,75,68,71,73,68,67,68,73,67,70,73,72,64,72,75,67,67
13,,72,72,72,70,77,70,72,79,77,70,74,77,72,68,71,75,70,70,75,73,65,73,77,70,71
14,,73,72,72,73,79,71,74,79,73,72,76,77,73,69,74,76,73,70,77,74,68,75,77,74,71
15,,73,72,71,75,77,73,74,79,73,75,77,77,73,70,73,76,75,70,77,75,70,77,77,75,73
16,,73,72,69,75,77,72,73,79,72,75,76,73,73,70,71,74,75,69,77,75,70,74,77,75,72
17,,73,66,68,74,77,68,71,77,68,72,75,73,68,69,70,72,74,69,75,70,69,72,75,74,71
18,,70,61,67,71,73,59,65,73,66,63,71,70,63,67,65,70,71,68,72,66,64,64,73,68,61
19,,66,57,66,69,70,57,63,70,64,63,68,66,59,68,63,68,69,69,72,65,62,63,72,67,59
20,,64,55,65,69,70,56,60,68,64,61,67,64,59,67,61,66,69,69,72,65,57,61,70,65,55
21,,63,54,66,69,63,55,55,68,64,57,66,66,55,67,61,64,69,69,72,64,57,59,64,62,55
22,,62,52,63,67,64,56,61,66,64,57,67,68,59,66,60,63,72,70,70,64,56,59,66,62,53
23,,61,52,63,66,66,55,60,64,64,59,67,70,59,67,59,62,70,69,70,64,51,57,68,63,52
00,,60,52,62,67,66,52,58,64,64,59,66,70,59,65,62,62,67,70,68,63,52,55,68,62,55
01,,60,52,62,68,68,51,57,66,63,59,66,68,57,65,62,62,68,64,68,64,51,59,68,62,56
02,,58,52,62,66,68,49,59,66,63,61,66,70,61,62,61,63,66,62,68,62,48,61,68,64,58
03,,58,52,58,66,66,48,61,66,63,61,66,70,61,64,62,64,66,63,66,63,49,61,68,64,60
04,,57,52,59,65,70,48,62,66,63,61,66,70,61,62,63,64,65,65,66,62,50,64,66,64,60
05,,57,52,59,65,70,48,61,66,63,61,66,66,61,60,64,64,65,63,66,62,48,64,66,64,61
06,,56,54,59,64,70,49,60,68,63,61,66,66,61,64,65,64,64,66,68,64,49,64,66,66,62
07,,56,55,58,63,72,54,63,70,63,63,65,66,63,65,65,71,63,69,68,66,52,64,68,66,63
08,,56,57,60,64,73,62,69,70,63,66,66,66,63,71,64,72,64,73,68,71,59,66,68,65,66
09,,61,64,63,67,77,67,72,75,64,66,67,72,63,74,64,75,67,73,70,73,65,73,70,65,68
10,,66,66,66,69,79,70,73,79,66,68,68,72,63,74,67,77,69,75,66,78,68,70,73,66,67
11,,70,66,69,70,81,68,75,81,66,72,70,75,64,74,68,81,70,75,64,77,67,70,77,70,68
12,,72,66,67,71,82,69,73,81,64,77,73,77,64,74,72,84,71,74,64,79,65,71,81,70,70
13,,74,57,69,73,82,66,69,82,64,79,68,79,61,73,74,79,73,75,64,76,63,72,81,73,69
14,,76,59,69,73,81,66,69,82,64,77,69,77,63,72,75,82,73,77,63,75,62,73,82,77,72
15,,76,63,68,74,82,66,75,82,64,79,67,79,61,76,74,80,74,77,61,81,62,73,81,76,76
16,,76,66,68,73,81,68,77,82,63,79,64,77,61,72,75,80,73,76,61,79,61,73,81,75,74
17,,76,66,61,71,79,67,75,82,63,77,61,77,61,73,72,77,71,75,61,75,61,73,79,74,71
18,,72,66,59,67,75,67,73,77,59,72,60,72,59,72,70,73,69,73,61,73,61,72,75,72,69
19,,68,66,57,66,73,66,72,73,59,68,58,66,61,71,67,72,66,73,61,72,62,72,73,69,67
20,,65,66,57,64,72,66,70,72,57,66,57,64,59,72,63,72,64,73,59,71,64,72,68,64,66
21,,63,66,56,63,73,66,69,73,57,68,56,64,59,72,62,71,63,73,59,70,64,73,68,63,66
22,,62,63,56,62,73,67,69,73,57,68,56,63,59,72,61,71,63,73,59,70,65,73,66,61,65
23,,61,61,55,62,72,67,68,72,57,68,56,61,59,72,59,71,63,73,59,70,65,70,68,61,62
00,,60,61,55,61,70,68,68,70,55,68,56,61,55,72,60,70,61,73,59,68,67,68,66,60,63
01,,59,59,53,61,70,66,68,68,54,64,56,61,54,72,60,67,61,72,61,67,66,70,64,60,62
02,,58,57,53,58,63,66,67,64,54,61,56,59,54,72,57,67,58,70,61,65,66,66,63,58,61
03,,57,57,53,56,63,67,64,64,54,63,56,59,54,71,57,64,56,68,59,65,65,64,63,58,60
04,,56,57,53,55,61,65,65,63,54,61,57,59,54,70,57,62,55,68,57,64,64,64,63,57,59
05,,56,57,53,54,61,63,64,61,54,61,58,59,54,69,57,60,54,67,57,62,63,64,61,57,59
06,,55,57,53,53,61,62,63,59,54,61,56,59,54,69,56,59,53,66,55,60,60,61,61,56,58
07,,55,57,54,51,61,60,62,61,54,61,56,59,54,69,57,59,51,65,54,59,59,61,61,57,58
08,,55,57,54,56,61,60,63,63,54,61,60,61,55,70,59,61,56,66,59,61,59,61,63,57,58
09,,61,57,56,60,66,60,66,66,54,61,64,64,55,71,61,64,60,68,64,63,59,63,66,61,58
10,,66,57,59,65,70,60,67,68,57,63,66,66,59,70,63,67,65,66,66,63,59,63,70,66,59
11,,71,57,61,67,72,61,66,72,59,64,67,70,63,71,68,69,67,67,66,67,58,64,72,67,62
12,,75,61,63,67,73,62,68,73,59,66,67,70,64,71,70,72,67,67,68,69,59,64,73,70,64
13,,77,61,65,67,73,64,70,77,63,68,69,70,66,73,69,73,67,70,70,70,60,66,73,69,65
14,,79,61,64,66,75,63,71,75,63,70,67,72,66,72,68,76,66,72,68,72,61,70,73,70,68
15,,79,62,62,67,77,62,72,77,61,72,67,72,64,70,68,74,67,70,68,73,63,70,73,70,68
16,,79,62,62,66,77,63,72,75,61,71,66,70,64,70,68,74,66,70,66,72,63,70,72,71,70
17,,79,63,60,64,73,63,70,73,59,70,65,66,64,68,65,70,64,70,66,71,63,70,70,66,66
18,,75,57,59,63,70,62,65,70,59,64,64,64,63,67,63,68,63,69,64,66,61,64,68,63,62
19,,70,57,58,62,70,62,64,70,59,63,63,64,61,63,62,66,62,69,64,65,59,64,68,63,61
20,,67,57,57,60,66,59,64,68,59,61,62,64,61,63,60,66,60,70,63,64,59,64,68,63,63
21,,65,57,56,59,68,57,63,66,57,61,61,64,61,69,61,67,59,70,63,63,59,64,68,64,61
22,,64,57,55,60,66,56,62,66,57,61,61,63,59,71,62,66,61,70,63,64,59,63,66,64,62
23,,63,57,54,59,63,56,63,64,57,61,61,63,61,71,62,66,59,70,63,65,58,64,66,64,62
00,,62,57,54,58,64,58,63,64,55,59,60,63,61,71,63,66,58,69,63,65,58,64,64,63,62
01,,61,57,54,57,63,60,62,64,54,61,60,61,61,70,62,66,57,70,61,64,58,64,64,62,62
02,,59,57,54,57,63,62,62,64,54,59,59,61,61,70,61,65,57,70,61,63,59,64,63,61,62
03,,58,59,53,56,63,62,62,64,54,59,58,59,59,69,60,64,56,69,59,62,60,64,63,61,61
04,,58,57,53,56,63,61,61,64,54,57,57,59,59,70,59,64,56,67,57,63,60,64,63,61,60
05,,57,57,52,56,64,62,62,64,52,59,56,59,59,70,57,66,56,70,57,63,60,64,63,61,60
06,,57,57,48,56,66,62,62,64,46,61,57,59,59,71,58,64,56,71,57,64,60,64,63,59,61
07,,56,59,47,56,66,62,64,64,46,61,57,59,59,70,57,67,56,69,57,64,61,64,61,59,60
08,,56,59,47,55,70,62,64,66,46,59,58,59,59,70,57,67,55,71,57,68,62,64,63,59,60
09,,60,59,49,56,70,63,67,66,46,61,58,59,59,72,59,67,56,73,57,68,63,64,63,61,61
10,,64,61,50,58,63,64,68,64,46,61,63,63,61,72,59,67,58,74,61,66,63,64,61,61,62
11,,68,63,53,59,61,64,67,64,46,61,61,64,61,73,62,62,59,69,61,66,61,64,64,63,62
12,,70,63,53,60,66,64,63,64,46,61,65,63,63,72,66,63,60,66,63,61,62,64,66,68,62
13,,72,66,57,61,70,64,62,68,46,63,65,63,63,70,67,66,61,65,63,62,63,64,70,66,64
14,,73,66,57,65,72,63,65,72,46,66,66,64,68,68,67,67,65,68,61,66,63,68,70,69,67
15,,73,66,55,61,70,63,67,72,46,68,63,66,66,66,66,69,61,67,59,68,63,72,70,69,69
16,,73,66,53,63,70,65,67,70,45,68,60,64,64,66,64,69,63,67,57,67,64,68,68,66,68
17,,73,66,52,60,66,62,65,68,45,64,58,61,61,66,60,66,60,67,57,64,65,68,64,63,64
18,,69,57,50,57,61,58,63,64,46,59,56,59,59,65,56,62,57,66,55,61,61,61,63,59,62
19,,64,59,49,56,61,59,59,61,46,59,52,55,57,66,53,61,56,64,54,59,59,61,59,56,59
20,,56,57,46,54,59,60,59,61,46,55,52,54,55,66,53,58,54,63,54,59,61,61,55,53,57
21,,54,55,43,50,55,57,58,59,46,54,51,54,54,67,50,57,50,62,54,57,60,59,54,51,55
22,,52,54,43,49,55,55,56,59,46,46,51,52,50,64,52,55,45,60,54,55,57,57,52,53,53
23,,51,53,40,48,54,53,53,55,46,48,48,48,46,62,51,54,46,59,52,53,56,54,50,53,55
00,,50,53,41,47,54,52,53,54,46,50,47,50,46,61,48,54,47,57,48,52,55,54,50,48,52
01,,51,52,38,45,54,50,51,52,48,50,47,48,46,60,46,53,45,56,52,50,53,54,50,46,48
02,,49,52,38,45,52,51,50,52,46,46,45,48,45,60,45,51,45,56,52,49,52,52,48,45,48
03,,48,46,38,45,51,51,48,50,46,46,43,48,45,60,44,50,45,53,50,49,51,52,46,45,48
04,,47,46,40,44,49,50,48,49,46,44,44,48,45,60,42,48,44,52,48,47,50,46,46,44,48
05,,46,46,37,44,48,49,46,49,46,41,46,48,45,60,43,47,44,52,48,47,50,46,45,43,46
06,,43,46,40,45,48,47,45,48,46,41,44,48,45,59,43,47,45,53,45,46,47,46,45,43,45
07,,43,46,41,46,48,49,47,48,46,43,45,48,45,60,45,49,46,56,46,46,50,52,46,44,46
08,,48,52,45,49,54,54,51,54,48,48,50,52,50,62,50,54,49,58,48,50,53,54,50,49,50
09,,55,57,50,55,59,58,56,59,54,54,55,57,55,63,55,58,55,60,52,56,57,59,55,54,56
10,,61,61,54,59,63,61,60,61,48,57,60,61,61,65,59,63,59,63,55,60,61,61,61,60,60
11,,67,66,59,63,70,64,64,66,52,61,62,64,63,66,62,66,63,65,55,65,64,66,66,64,63
12,,68,66,62,66,70,65,66,69,54,64,64,68,64,67,65,68,66,67,61,67,66,68,68,67,65
13,,72,66,62,67,72,66,67,71,54,68,64,70,64,67,67,70,67,67,63,69,67,71,72,68,66
14,,72,67,63,68,73,66,69,73,55,70,63,72,64,68,66,71,68,68,64,70,68,73,72,68,69
15,,72,68,63,69,73,67,70,73,57,70,66,72,68,69,67,72,69,70,66,71,68,73,72,69,70
16,,72,67,62,68,73,66,70,73,54,70,67,70,64,69,67,72,68,69,64,70,68,73,72,69,69
17,,70,66,60,67,70,64,67,71,54,68,65,66,63,69,64,69,67,68,63,68,66,70,70,64,67
18,,64,57,55,63,66,62,59,68,52,63,59,64,59,69,56,63,63,68,59,63,64,64,66,61,61
19,,61,55,50,58,63,62,59,64,50,59,59,57,54,70,53,64,58,69,55,62,61,63,63,58,57
20,,55,54,50,56,61,62,59,63,48,57,54,54,54,70,50,64,56,69,55,61,57,63,61,53,55
21,,54,52,48,55,61,59,59,63,48,57,52,52,54,70,48,64,55,69,54,62,60,61,59,56,56
22,,52,52,45,55,59,56,59,61,46,55,54,46,54,70,51,63,45,70,48,62,58,61,57,50,54
23,,51,48,44,51,61,56,61,61,46,54,50,46,54,69,47,64,46,68,52,59,56,59,55,50,53
00,,50,46,43,48,59,54,60,59,46,54,50,45,54,67,47,63,48,66,46,56,54,54,54,47,48
01,,50,46,41,47,57,50,58,59,46,52,46,45,46,67,44,61,47,64,46,56,53,50,46,44,45
02,,48,45,42,45,54,52,54,55,45,45,46,41,46,64,44,58,45,61,50,52,46,52,46,43,42
03,,47,41,38,40,54,45,53,55,45,45,46,43,45,63,41,56,40,57,50,52,44,46,46,42,42
04,,47,39,39,43,54,43,51,54,45,41,45,41,44,62,39,56,43,56,48,49,44,45,45,40,40
05,,46,39,37,40,52,44,48,52,45,37,45,41,43,60,38,53,40,54,48,50,44,45,43,39,40
06,,46,37,40,40,48,44,48,50,45,37,42,41,43,60,38,51,40,54,43,50,44,45,43,41,39
07,,45,39,39,41,50,46,48,52,45,37,46,41,41,60,39,50,41,56,43,50,49,46,41,39,40
08,,45,51,45,48,55,53,55,55,46,46,51,43,50,62,47,57,48,58,50,53,52,55,48,48,50
09,,51,55,50,53,61,58,60,61,48,55,55,55,54,63,55,63,53,61,55,59,56,61,55,54,54
10,,57,57,53,57,64,60,63,64,52,57,59,59,59,65,59,66,57,64,59,64,58,64,63,58,59
11,,63,61,57,62,70,62,65,66,55,61,60,63,61,65,62,67,62,65,63,65,60,64,64,63,62
12,,66,66,61,65,70,64,66,70,59,64,64,64,63,66,64,69,65,66,66,67,62,66,68,67,65
13,,69,66,64,67,73,65,68,72,63,66,66,70,63,67,66,70,67,67,70,69,63,70,70,67,67
14,,71,66,65,69,73,66,69,73,63,68,67,72,64,67,67,72,69,67,72,70,64,73,72,68,67
15,,71,66,66,69,73,66,70,73,63,70,68,72,64,67,67,73,69,68,72,70,65,73,73,69,68
16,,71,66,66,66,73,66,69,73,63,70,67,72,64,67,67,72,66,67,72,70,65,71,73,69,67
17,,71,59,65,62,70,61,66,72,61,66,64,63,61,66,61,68,62,65,66,66,64,68,68,65,64
18,,65,54,57,54,61,57,56,63,59,57,61,55,55,65,53,63,54,63,61,61,59,55,61,56,53
19,,59,52,53,59,59,52,56,59,57,55,58,55,50,63,50,60,59,63,57,57,56,55,59,55,50
20,,55,48,52,56,55,53,56,57,55,50,55,55,50,63,51,56,56,63,55,55,53,54,54,53,48
21,,54,48,50,53,54,50,55,57,54,50,54,55,46,63,50,57,53,65,52,55,50,54,50,52,48
22,,54,46,50,55,54,53,54,55,52,52,53,54,46,63,50,54,48,56,52,54,49,54,50,52,48
23,,54,46,49,57,55,53,54,59,52,50,50,52,45,63,49,54,48,57,48,55,49,54,50,51,48
00,,55,46,47,57,55,50,50,59,48,48,49,52,45,64,51,56,56,55,46,55,49,50,50,51,48
01,,59,46,46,55,55,48,51,59,48,43,48,52,45,63,48,54,55,54,46,56,48,48,52,48,46
02,,59,46,46,56,59,51,51,59,48,45,48,52,45,63,47,57,56,54,45,56,50,48,52,48,47
03,,57,46,45,56,59,49,50,59,50,45,48,52,45,56,44,58,56,56,45,53,47,46,52,47,45
04,,59,43,46,54,59,47,49,61,52,46,48,54,43,59,45,59,54,53,46,53,42,46,52,48,44
05,,57,43,45,55,59,48,51,61,54,46,49,52,43,58,46,59,55,54,46,55,42,48,52,48,45
06,,57,41,45,55,59,47,52,59,48,48,50,52,44,57,49,58,55,55,48,57,41,46,52,50,46
07,,49,43,45,53,59,46,55,61,54,48,49,54,45,56,50,58,53,59,48,54,41,52,52,50,48
08,,61,52,48,58,63,56,59,64,57,52,52,55,54,68,54,65,58,64,54,61,51,55,57,56,53
09,,68,57,53,64,73,61,68,70,57,61,57,64,59,71,55,72,64,71,57,67,63,61,63,57,57
10,,57,61,57,68,77,67,71,77,59,68,59,72,59,72,57,76,68,73,61,73,65,66,72,61,60
11,,65,66,62,71,79,66,75,79,64,75,65,73,63,74,61,77,71,74,64,76,66,73,75,68,67
12,,77,72,65,70,81,70,73,81,63,72,68,77,64,75,69,77,70,75,64,78,68,73,77,73,69
13,,77,72,67,71,79,71,76,82,64,79,71,77,68,73,73,79,71,75,64,78,69,73,77,76,71
14,,77,72,67,72,79,67,75,79,64,79,72,77,68,75,73,78,72,76,64,78,67,79,77,75,74
15,,77,72,66,72,77,67,75,79,63,75,73,77,68,74,74,75,72,75,66,76,67,77,77,74,75
16,,77,72,67,72,77,68,73,77,63,75,74,73,68,76,73,75,71,73,66,73,67,75,75,74,72
17,,73,66,66,70,75,65,70,77,63,73,71,73,64,74,70,74,70,71,64,72,66,73,75,71,71
18,,68,66,63,68,73,66,69,74,63,70,70,72,64,73,65,72,68,72,64,69,64,73,73,70,69
19,,65,66,63,66,73,65,67,72,63,68,67,72,64,74,67,72,66,72,63,68,64,72,72,68,68
20,,62,63,61,66,73,63,67,72,63,66,67,72,64,76,66,70,66,71,63,68,65,70,72,68,68
21,,61,61,62,64,70,63,63,70,61,66,66,70,64,76,67,70,64,71,63,69,64,68,72,68,67
22,,60,63,63,63,72,64,67,70,63,66,67,72,64,76,66,70,66,69,63,69,64,68,70,69,66
23,,60,63,64,62,72,67,68,70,63,64,67,72,64,75,66,71,64,69,64,68,65,66,70,68,66
00,,59,66,63,60,70,67,67,72,63,64,65,70,64,73,68,72,60,70,63,71,65,70,70,68,66
01,,58,66,63,64,72,67,63,72,63,64,65,72,64,75,68,73,64,72,64,72,65,68,70,68,66
02,,57,66,63,64,72,67,63,72,63,66,67,72,64,75,67,73,64,73,66,72,66,70,68,68,66
03,,57,66,63,65,70,67,68,70,63,66,67,70,64,75,67,74,65,73,66,73,66,72,68,67,65
